time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-05 00:00:00+00:00,10,5,34,3
2022-06-06 00:00:00+00:00,6,4,210,14
2022-06-07 00:00:00+00:00,11,4,116,14
2022-06-08 00:00:00+00:00,8,4,56,6
2022-06-09 00:00:00+00:00,10,3,21,7
2022-06-10 00:00:00+00:00,6,4,34,3
2022-06-11 00:00:00+00:00,2,1,4,3
2022-06-12 00:00:00+00:00,2,1,7,2
2022-06-13 00:00:00+00:00,1,1,48,16
2022-06-14 00:00:00+00:00,12,2,97,10
2022-06-15 00:00:00+00:00,13,8,89,12
2022-06-16 00:00:00+00:00,2,2,44,16
2022-06-17 00:00:00+00:00,14,5,71,11
2022-06-18 00:00:00+00:00,6,3,23,6
